title,description,keyword,modified,publisher,person,mbox,identifier,accessLevel,dataDictionary,accessURL,format,webService,license,spatial,temporal,issued,accrualPeriodicity,language,granularity,dataQuality,theme,references,distribution,size,landingPage,feed,systemOfRecords,subagency,organizationName,organizationId,category,categoryDesignation,bibliographicCitation,comments,agencyProgramURL,agencyDataSeriesURL,phone,analysisUnit,additionalMetadata,collectionMode,collectionInstrument,dictionaryList,QualityResponsibleAgency,guidelineCompliance,confidentiality,numberOfDatasets,licenseRequirement,statisticalMethodology,sampling,estimation,weighting,disclosureAvoidance,questionnaireDesign,seriesBreaks,nonResponseAdjustment,seasonalAdjustment,isOGD,isAgencyOGD,isHighValue,reasonBeingHighValue,reasonBeingNew
"ARRA NEPA Quarterly Report- First Report: USDA USFS Report","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2263,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/Attachment_3E(3)_USFS_Apr_30_Sprdsht.xls,XLS,,,"United States","April 2009-May 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"47 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/attachments.htm,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- First Report: USDA NRCS Report","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2264,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/Attachment_3F(2)_NRCS_Apr_30_Sprdsht.xls,XLS,,,"United States","April 2009-May 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"47.5 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/attachments.htm,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- First Report: USDA RD Report","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2265,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/Attachment_3G(3)_RD_Apr_30_Sprdsht.xls,XLS,,,"United States","April 2009-May 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"32.5 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/attachments.htm,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- First Report: USDA Office of Operations Report","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2266,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/Attachment_3H(2)_Office_of_Operations_Apr_30_Sprdsht.xls,XLS,,,"United States","April 2009-May 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"35.5 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/attachments.htm,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- First Report: DOC","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2267,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/Attachment_4B_Commerce_Apr_30_Sprdsht.xls,XLS,,,"United States","April 2009-May 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"1.05 MB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/attachments.htm,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- First Report: DOD","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2268,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/Attachment_5B_DOD_Apr_30_Sprdsht.xls,XLS,,,"United States","April 2009-May 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"4.92 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/attachments.htm,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- First Report: USACE-CW","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2269,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/Attachment_5D_DOD-COE_Apr_30_Sprdsht.xls,XLS,,,"United States","April 2009-May 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"458 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/attachments.htm,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- First Report: Dept. of Education","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2270,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/Attachment_6B_Education_Apr_30_Sprdsht_v2.xlsm,XLS,,,"United States","April 2009-May 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"137 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/attachments.htm,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- First Report: DOE","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2271,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/Attachment_7B_DOE_Apr_30_Sprdsht_v2.xls,XLS,,,"United States","April 2009-May 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"986 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/attachments.htm,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- First Report: DHHS: Office of Secretary","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2272,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/Attachment_8A_HHS_Apr_30_Cover_Memo.doc,XLS,,,"United States","April 2009-May 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"28 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/attachments.htm,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- First Report: DHHS: ACF","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2273,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/ATTACHMENT_8B_ACF_Spreadsheet.xls,XLS,,,"United States","April 2009-May 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"2.24 MB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/attachments.htm,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- First Report: DHHS: AoA","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2274,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/ATTACHMENT_8C_AoA_Spreadsheet.xls,XLS,,,"United States","April 2009-May 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"2.24 MB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/attachments.htm,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- First Report: DHHS: AHCRQ","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2275,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/ATTACHMENT_8D_AHCRQ_Spreadsheet.xls,XLS,,,"United States","April 2009-May 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"2.24 MB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/attachments.htm,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- First Report: DHHS: CDC","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2276,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/ATTACHMENT_8E_CDC_Spreadsheet.xls,XLS,,,"United States","April 2009-May 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"2.24 MB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/attachments.htm,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- First Report: DHHS: HRSA","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2277,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/ATTACHMENT_8F_HRSA_Spreadsheet.xls,XLS,,,"United States","April 2009-May 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"2.24 MB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/attachments.htm,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- First Report: DHHS: IHS","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2278,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/ATTACHMENT_8G_IHS_Spreadsheet.xls,XLS,,,"United States","April 2009-May 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"2.24 MB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/attachments.htm,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- First Report: DHHS: NIH","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2279,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/ATTACHMENT_8H_NIH_Spreadsheet.xls,XLS,,,"United States","April 2009-May 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"2.24 MB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/attachments.htm,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- First Report: DHS","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2280,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/Attachment_9B_DHS_Apr_30_Sprdsht.xlsm,XLS,,,"United States","April 2009-May 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"282 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/attachments.htm,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- First Report: HUD","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2281,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/Attachment_10B_HUD_Apr_30_Sprdsht.xlsx,XLS,,,"United States","April 2009-May 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"139 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/attachments.htm,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- First Report: DOI","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2282,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/Attachment_11A_DOI_Overall_Apr30.xls,XLS,,,"United States","April 2009-May 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"458 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/attachments.htm,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- First Report: DOI: BoR","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2283,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/Attachment_11B_DOI-BOR_Apr30.xls,XLS,,,"United States","April 2009-May 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"1.21 MB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/attachments.htm,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- First Report: DOI: Central Utah Project","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2284,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/Attachment_11C_DOI-Central_Utah_Project_Office_Apr30.xls,XLS,,,"United States","April 2009-May 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"460 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/attachments.htm,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- First Report: DOI: NPS","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2285,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/Attachment_11D_DOI-NPS_Apr30.xls,XLS,,,"United States","April 2009-May 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"1.03 MB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/attachments.htm,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- First Report: DOI: USGS","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2286,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/Attachment_11E_DOI-USGS_Apr30.xls,XLS,,,"United States","April 2009-May 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"1.06 MB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/attachments.htm,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- First Report: DOJ","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2287,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/Attachment_12B_DOJ_Apr_30_Sprdsht.xls,XLS,,,"United States","April 2009-May 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"369 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/attachments.htm,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- First Report: DOL","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2288,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/Attachment_13B_DOL_Apr_30_Sprdsht.xls,XLS,,,"United States","April 2009-May 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"1.05 MB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/attachments.htm,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- First Report: DOS","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2289,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/Attachment_14A_State_Apr_30_Sprdsht.xls,XLS,,,"United States","April 2009-May 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"454 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/attachments.htm,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- First Report: DOT","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2290,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/Attachment_15A(2)_DOT_Overall_Apr_30_Sprdsht.xls,XLS,,,"United States","April 2009-May 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"48.5 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/attachments.htm,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,0,,,,,,,,,,,N,N,N,,
