title,description,keyword,modified,publisher,person,mbox,identifier,accessLevel,dataDictionary,accessURL,format,webService,license,spatial,temporal,issued,accrualPeriodicity,language,granularity,dataQuality,theme,references,distribution,size,landingPage,feed,systemOfRecords,subagency,organizationName,organizationId,category,categoryDesignation,bibliographicCitation,comments,agencyProgramURL,agencyDataSeriesURL,phone,analysisUnit,additionalMetadata,collectionMode,collectionInstrument,dictionaryList,QualityResponsibleAgency,guidelineCompliance,confidentiality,numberOfDatasets,licenseRequirement,statisticalMethodology,sampling,estimation,weighting,disclosureAvoidance,questionnaireDesign,seriesBreaks,nonResponseAdjustment,seasonalAdjustment,isOGD,isAgencyOGD,isHighValue,reasonBeingHighValue,reasonBeingNew
"U.S. Army Chaplaincy Corps (DACH)","United States Army Chaplaincy Corps news and information.","DoD, Defense, Defense, Army, military, soldier, chaplain, chaplaincy, corps, religious",,"Department of Defense","Patricia Downs; T (703) 602-8960; patricia.downs@us.army.mil",,DOD-918,public,,http://www.army.mil/rss/feeds/chaplaincy.xml,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,Variable,,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.army.mil"">http://www.army.mil</a>","<a href=""http://www.army.mil/rss/"">http://www.army.mil/rss/</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"U.S. Army G-4","United States Army Office of the Deputy Chief of Staff of the Army / G-4 Logistics news and information.","DoD, Defense, Defense, Army, military, soldier, deputy chief of staff of the army, deputy chief, g-4, g4",,"Department of Defense","Patricia Downs; T (703) 602-8960; patricia.downs@us.army.mil",,DOD-919,public,,http://www.army.mil/rss/feeds/g-4.xml,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,Variable,,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.army.mil"">http://www.army.mil</a>","<a href=""http://www.army.mil/rss/"">http://www.army.mil/rss/</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"U.S. Army G-8","United States Army Office of the U.S. Army Deputy Chief of Staff news and information.","DoD, Defense, Defense, Army, military, soldier, deputy chief of staff of the army, news, information",,"Department of Defense","Patricia Downs; T (703) 602-8960; patricia.downs@us.army.mil",,DOD-920,public,,http://www.army.mil/rss/feeds/g-8.xml,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,Variable,,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.army.mil"">http://www.army.mil</a>","<a href=""http://www.army.mil/rss/"">http://www.army.mil/rss/</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"U.S. Army National Guard","News and information from the United States Army National Guard.","DoD, Defense, Defense, Army, military, soldier, usang, arng, national guard, national, guard, ang",,"Department of Defense","Patricia Downs; T (703) 602-8960; patricia.downs@us.army.mil",,DOD-921,public,,http://usarmy.vo.llnwd.net/e1/rss/feeds/ArmyNationalGuard.xml,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,Variable,,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.army.mil"">http://www.army.mil</a>","<a href=""http://www.army.mil/rss/"">http://www.army.mil/rss/</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"U.S. Army The Old Guard","United States Army 3rd Infantry Regiment / The Old Guard news and information.","DoD, Defense, Defense, Army, military, soldier, old guard, old, guard, 3rd infantry, regiment",,"Department of Defense","Patricia Downs; T (703) 602-8960; patricia.downs@us.army.mil",,DOD-922,public,,http://www.army.mil/rss/feeds/theoldguard.xml,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,Variable,,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.army.mil"">http://www.army.mil</a>","<a href=""http://www.army.mil/rss/"">http://www.army.mil/rss/</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"U.S. Army Forces Command (FORSCOM)","United States Army Forces Command news and information.","DoD, Defense, Defense, Army, military, soldier, forscom, forces, command, forces command",,"Department of Defense","Patricia Downs; T (703) 602-8960; patricia.downs@us.army.mil",,DOD-923,public,,http://www.army.mil/rss/feeds/FORSCOM.xml,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,Variable,,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.army.mil"">http://www.army.mil</a>","<a href=""http://www.army.mil/rss/"">http://www.army.mil/rss/</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"U.S. Army Warrior Transition Command (WTC)","United States Army Warrior Transition Command news and information.","DoD, Defense, Defense, Army, military, soldier, wtc, warrior, transition, command, warrior transition command",,"Department of Defense","Patricia Downs; T (703) 602-8960; patricia.downs@us.army.mil",,DOD-924,public,,http://www.army.mil/rss/feeds/wtc.xml,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,Variable,,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.army.mil"">http://www.army.mil</a>","<a href=""http://www.army.mil/rss/"">http://www.army.mil/rss/</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"U.S. Army Community Relations Midwest ","United States Army Office of the Chief of Public Affairs, Community Relations Division - Midwest news and information.","DoD, Defense, Defense, Army, military, soldier, comrel, community relations, community, relations, ocpa, public, affairs, public affairs",,"Department of Defense","Patricia Downs; T (703) 602-8960; patricia.downs@us.army.mil",,DOD-925,public,,http://www.army.mil/rss/feeds/ocpa-midwest.xml,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,Variable,,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.army.mil"">http://www.army.mil</a>","<a href=""http://www.army.mil/rss/"">http://www.army.mil/rss/</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"U.S. Army Community Relations Northeast ","United States Army Office of the Chief of Public Affairs, Community Relations Division - Northeast news and information.","DoD, Defense, Defense, Army, military, soldier, comrel, community relations, community, relations, ocpa, public, affairs, public affairs",,"Department of Defense","Patricia Downs; T (703) 602-8960; patricia.downs@us.army.mil",,DOD-926,public,,http://www.army.mil/rss/feeds/ocpa-northeast.xml,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,Variable,,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.army.mil"">http://www.army.mil</a>","<a href=""http://www.army.mil/rss/"">http://www.army.mil/rss/</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"U.S. Army Community Relations West ","United States Army Office of the Chief of Public Affairs, Community Relations Division - West news and information.","DoD, Defense, Defense, Army, military, soldier, comrel, community relations, community, relations, ocpa, public, affairs, public affairs",,"Department of Defense","Patricia Downs; T (703) 602-8960; patricia.downs@us.army.mil",,DOD-927,public,,http://www.army.mil/rss/feeds/ocpa-west.xml,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,Variable,,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.army.mil"">http://www.army.mil</a>","<a href=""http://www.army.mil/rss/"">http://www.army.mil/rss/</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"U.S. Army Community Covenant ","News from the United States Army Community Covenant program.","DoD, Defense, Defense, Army, military, soldier, community, covenant, community covenant, relations, comrel, ocpa",,"Department of Defense","Patricia Downs; T (703) 602-8960; patricia.downs@us.army.mil",,DOD-928,public,,http://www.army.mil/rss/feeds/communitycovenantnews.xml,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,Variable,,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.army.mil"">http://www.army.mil</a>","<a href=""http://www.army.mil/rss/"">http://www.army.mil/rss/</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"U.S. Army Soldiers Magazine Front Page","United States Army Soldiers Magazine articles and stories.","DoD, Defense, Defense, Army, military, soldier, soldiers magazine, soldiers, magazine, publication, newspaper, print",,"Department of Defense","Patricia Downs; T (703) 602-8960; patricia.downs@us.army.mil",,DOD-929,public,,http://www.army.mil/rss/feeds/soldiersfrontpage.xml,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,Variable,,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.army.mil"">http://www.army.mil</a>","<a href=""http://www.army.mil/rss/"">http://www.army.mil/rss/</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"U.S. Army Delicious Links","The United States Army Delicious bookmark page links.","DoD, Defense, Defense, Army, military, soldier, delicious, link, links, de.licio.us",,"Department of Defense","Patricia Downs; T (703) 602-8960; patricia.downs@us.army.mil",,DOD-930,public,,http://feeds.delicious.com/rss/usArmyMedia,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,Variable,,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.army.mil"">http://www.army.mil</a>","<a href=""http://www.army.mil/rss/"">http://www.army.mil/rss/</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"U.S. Army Flickr Images","The United States Army Flickr image feed.","DoD, Defense, Defense, Army, military, soldier, flickr, image, images, photo, public domain, pao",,"Department of Defense","Patricia Downs; T (703) 602-8960; patricia.downs@us.army.mil",,DOD-931,public,,http://api.flickr.com/services/feeds/photos_public.gne?id=35703177@N00&format=rss_200,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,Variable,,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.army.mil"">http://www.army.mil</a>","<a href=""http://www.army.mil/rss/"">http://www.army.mil/rss/</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"U.S. Army Podcasts: AMC News Dispatch","The United States Army Army Materiel Command News Dispatch podcast.","DoD, Defense, Defense, Army, military, soldier, amc, materiel, command, army materiel command",,"Department of Defense","Patricia Downs; T (703) 602-8960; patricia.downs@us.army.mil",,DOD-932,public,,http://www.army.mil/rss/podcasts/amcnewsdispatch.xml,Podcast,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,Variable,,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.army.mil"">http://www.army.mil</a>","<a href=""http://www.army.mil/rss/podcasts/"">http://www.army.mil/rss/podcasts/</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"U.S. Army Podcasts: AMC NewsCasts","The United States Army Army Materiel Command NewsCast podcast.","DoD, Defense, Defense, Army, military, soldier, amc, materiel, command, army materiel command",,"Department of Defense","Patricia Downs; T (703) 602-8960; patricia.downs@us.army.mil",,DOD-933,public,,http://www.army.mil/rss/podcasts/amcnewscasts.xml,Podcast,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,Variable,,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.army.mil"">http://www.army.mil</a>","<a href=""http://www.army.mil/rss/podcasts/"">http://www.army.mil/rss/podcasts/</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"U.S. Army Podcasts: Army Corps of Engineers (USACE)","The United States Army Corps of Engineers update.","DoD, Defense, Defense, Army, military, soldier, usace, corps of engineers, corps, engineer, engineers, strv",,"Department of Defense","Patricia Downs; T (703) 602-8960; patricia.downs@us.army.mil",,DOD-934,public,,http://www.army.mil/rss/podcasts/armycorpsofengineers.xml,Podcast,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,Variable,,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.army.mil"">http://www.army.mil</a>","<a href=""http://www.army.mil/rss/podcasts/"">http://www.army.mil/rss/podcasts/</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"U.S. Army Podcasts: Army Newswatch","The United States Army's Soldiers Radio and Television podcast for Army Newswatch.","DoD, Defense, Defense, Army, military, soldier, newswatch, news, watch, program, flagship, program, srtv",,"Department of Defense","Patricia Downs; T (703) 602-8960; patricia.downs@us.army.mil",,DOD-935,public,,http://www.army.mil/rss/podcasts/armynewswatchfullbroadcast.xml,Podcast,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,Variable,,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.army.mil"">http://www.army.mil</a>","<a href=""http://www.army.mil/rss/podcasts/"">http://www.army.mil/rss/podcasts/</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"U.S. Army Podcasts: Briefings/Speeches","The United States Army podcast for briefings and speeches.","DoD, Defense, Defense, Army, military, soldier, senior. Leader, brief, briefing, speech, speeches, srtv",,"Department of Defense","Patricia Downs; T (703) 602-8960; patricia.downs@us.army.mil",,DOD-936,public,,http://www.army.mil/rss/podcasts/briefingsspeeches.xml,Podcast,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,Variable,,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.army.mil"">http://www.army.mil</a>","<a href=""http://www.army.mil/rss/podcasts/"">http://www.army.mil/rss/podcasts/</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"U.S. Army Podcasts: Environmental Update","The United States Army podcast for Soldiers Radio and Television's Environmental Update.","DoD, Defense, Defense, Army, military, soldier, environmental update, environment, srtv",,"Department of Defense","Patricia Downs; T (703) 602-8960; patricia.downs@us.army.mil",,DOD-937,public,,http://www.army.mil/rss/podcasts/environmentalupdate.xml,Podcast,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,Variable,,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.army.mil"">http://www.army.mil</a>","<a href=""http://www.army.mil/rss/podcasts/"">http://www.army.mil/rss/podcasts/</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"U.S. Army Podcasts: One on One","The United States Army podcast for Soldiers Radio and Television's One on One.","DoD, Defense, Defense, Army, military, soldier, one on one, interview",,"Department of Defense","Patricia Downs; T (703) 602-8960; patricia.downs@us.army.mil",,DOD-938,public,,http://www.army.mil/rss/podcasts/oneonone.xml,Podcast,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,Variable,,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.army.mil"">http://www.army.mil</a>","<a href=""http://www.army.mil/rss/podcasts/"">http://www.army.mil/rss/podcasts/</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"U.S. Army Podcasts: Soldiers Radio News","The United States Army podcast for Soldiers Radio and Television's Soldier's Radio News broadcast.","DoD, Defense, Defense, Army, military, soldier, soldiers radio and television, srtv, tv, television, broadcast",,"Department of Defense","Patricia Downs; T (703) 602-8960; patricia.downs@us.army.mil",,DOD-939,public,,http://www.army.mil/rss/podcasts/soldiersradionews.xml,Podcast,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,Variable,,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.army.mil"">http://www.army.mil</a>","<a href=""http://www.army.mil/rss/podcasts/"">http://www.army.mil/rss/podcasts/</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"U.S. Army Podcasts: The Army Now","The United States Army podcast for Soldiers Radio and Television's The Army Now.","DoD, Defense, Defense, Army, military, soldier, the army now, army now, srtv, tv, television, broadcast",,"Department of Defense","Patricia Downs; T (703) 602-8960; patricia.downs@us.army.mil",,DOD-940,public,,http://www.army.mil/rss/podcasts/thearmynow.xml,Podcast,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,Variable,,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.army.mil"">http://www.army.mil</a>","<a href=""http://www.army.mil/rss/podcasts/"">http://www.army.mil/rss/podcasts/</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"U.S. Army Podcasts: The Army Today","The United States Army podcast for Soldiers Radio and Television's The Army Today.","DoD, Defense, Defense, Army, military, soldier, the army today, army today, srtv, tv, television, broadcast",,"Department of Defense","Patricia Downs; T (703) 602-8960; patricia.downs@us.army.mil",,DOD-941,public,,http://www.army.mil/rss/podcasts/thearmytoday.xml,Podcast,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,Variable,,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.army.mil"">http://www.army.mil</a>","<a href=""http://www.army.mil/rss/podcasts/"">http://www.army.mil/rss/podcasts/</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"U.S. Army Podcasts: This Week in Army History","The United States Army podcast for the Center for Military History's ""This Week in Army History"" program.","DoD, Defense, Defense, Army, military, soldier, twiah, this week in army history, history, week, cmh, center for military history",,"Department of Defense","Patricia Downs; T (703) 602-8960; patricia.downs@us.army.mil",,DOD-942,public,,http://www.army.mil/rss/podcasts/thisweekinarmyhistory.xml,Podcast,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,Variable,,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.army.mil"">http://www.army.mil</a>","<a href=""http://www.army.mil/rss/podcasts/"">http://www.army.mil/rss/podcasts/</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"U.S. Army-related Podcasts: Fort Belvoir Information Hotline ","The Fort Belvoir Information Hotline podcast.","DoD, Defense, Defense, Army, military, soldier, ft. belvoir, fort belvoir, information, tehcnical, support, hotline, phone",,"Department of Defense","Patricia Downs; T (703) 602-8960; patricia.downs@us.army.mil",,DOD-943,public,,http://www.belvoir.army.mil/podcast/belvoirpodcast.xml,Podcast,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,Variable,,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.army.mil"">http://www.army.mil</a>","<a href=""http://www.army.mil/rss/podcasts/"">http://www.army.mil/rss/podcasts/</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"Uniformed Services Absentee Voting Post Election Survey","FVAP post election survey  of active duty members and full-time active reservists who are US citizens w/more than 4 months of service. Spouses and children of military members are not included","military, overseas, voter, elections, absentee, HAVA, ",,"Department of Defense","Erin St Pierre",erin.stpierre@fvap.ncr.gov,DOD-1236,public,,http://www.fvap.gov/resources/media/us2004rd.xls,xls,,,"all 50 states, 4 terretories, DC, worldwide","2000-2005 w/focus on Novmeber 2004 presidential election",01-Oct-2005,quadrennial,,,,"Section 7. Elections",http://www.fvap.gov/reference/17threport.html,Array,2329KB,,,,,"Department of Defense",dod-gov,"Raw Data Catalog",Statistical,,,http://www.fvap.gov,http://www.fvap.gov/reference/17threport.html,703-588-8110,"military voter",,"Mail w/web option",,,DoD,Yes,Yes,0,,,Probability,,Yes,,,,,,Y,N,Y,,
"Overseas Citizens Absentee Voting Post Election Survey","FVAP post election survey of american citizens residing overseas, including students, but not tourists or those included in the Federal employees overseas population","military, overseas, voter, elections, absentee, HAVA, ",,"Department of Defense","Erin St Pierre",erin.stpierre@fvap.ncr.gov,DOD-1237,public,,http://www.fvap.gov/resources/media/nfoc2004rd.xls,xls,,,"all 50 states, 4 terretories, DC, worldwide","2000-2005 w/focus on Novmeber 2004 presidential election",01-Oct-2005,quadrennial,,,,"Section 7. Elections",http://www.fvap.gov/reference/17threport.html,Array,670KB,,,,,"Department of Defense",dod-gov,"Raw Data Catalog",Statistical,,,http://www.fvap.gov,http://www.fvap.gov/reference/17threport.html,703-588-8110,"overseas voter",,"Mail w/web option",,,DoD,Yes,Yes,0,,,Nonprobability,,,,,,,,Y,N,Y,,
"Federal Employees Overseas Absentee Voting Post Election Survey","FVAP post election survey of DoD civilian employees overseas","military, overseas, voter, elections, absentee, HAVA, ",,"Department of Defense","Erin St Pierre",erin.stpierre@fvap.ncr.gov,DOD-1238,public,,http://www.fvap.gov/resources/media/fedciv2004rd.xls,xls,,,"all 50 states, 4 terretories, DC, worldwide","2000-2005 w/focus on Novmeber 2004 presidential election",01-Oct-2005,quadrennial,,,,"Section 7. Elections","http://www.fvap.gov/reference/17threport.html ",Array,444KB,,,,,"Department of Defense",dod-gov,"Raw Data Catalog",Statistical,,,http://www.fvap.gov,"http://www.fvap.gov/reference/17threport.html ",703-588-8110,"overseas federal employee voting",,"Mail w/web option",,,DoD,Yes,Yes,0,,,Probability,,Yes,,,,,,Y,N,Y,,
"Local Election Officials Post Election Survey on Military and Overseas Citizens","FVAP post election survey of election administrator working in local election offices in all jurisdictions, including the District of Columbia and US territories, who are responsible for approving voter registration, assigning and sending out ballots to the voter, and accepting voted ballots.","military, overseas, voter, elections, absentee, HAVA,, Interactive",,"Department of Defense","Erin St Pierre",erin.stpierre@fvap.ncr.gov,DOD-1239,public,,http://www.fvap.gov/resources/media/leo2004rd.xls,xls,,,"all 50 states, 4 terretories, DC, worldwide","2000-2005 w/focus on Novmeber 2004 presidential election",01-Oct-2005,quadrennial,,,,"Section 7. Elections",http://www.fvap.gov/reference/17threport.html,Array,377KB,,,,,"Department of Defense",dod-gov,"Raw Data Catalog",Statistical,,,http://www.fvap.gov,http://www.fvap.gov/reference/17threport.html,703-588-8110,"local election official",,"Mail w/web option",,,DoD,Yes,Yes,0,,,Probability,,Yes,,,,,,Y,N,Y,,
"Military Voting Assistance Officers Post Election Survey","FVAP pot election survey of unit voting assistance officers in all branches of the Uniformed Services CONUS/OCONUS.","military, overseas, voter, elections, absentee, HAVA,, Interactive",,"Department of Defense","Erin St Pierre",erin.stpierre@fvap.ncr.gov,DOD-1240,public,,http://www.fvap.gov/resources/media/u2004rd.xls,xls,,,"all 50 states, 4 terretories, DC, worldwide","2000-2005 w/focus on Novmeber 2004 presidential election",01-Oct-2005,quadrennial,,,,"Section 7. Elections",http://www.fvap.gov/reference/17threport.html,Array,1443KB,,,,,"Department of Defense",dod-gov,"Raw Data Catalog",Statistical,,,http://www.fvap.gov,http://www.fvap.gov/reference/17threport.html,703-588-8110,"unit voting assistance officer",,"Mail w/web option",,,DoD,Yes,Yes,0,,,Probability,,,,,,,,Y,N,Y,,
"Department of State Voting Assistance Officers Post Election Survey","FVAP post election survey of department of state voting assistance officers.","military, overseas, voter, elections, absentee, HAVA,, Interactive",01-Oct-2005,"Department of Defense","Erin St Pierre",erin.stpierre@fvap.ncr.gov,DOD-1241,public,,http://www.fvap.gov/resources/media/dos2004rd.xls,xls,,,"all 50 states, 4 terretories, DC, worldwide","2000-2005 w/focus on Novmeber 2004 presidential election",01-Oct-2005,quadrennial,,,,"Section 7. Elections",http://www.fvap.gov/reference/17threport.html,Array,201KB,,,,,"Department of Defense",dod-gov,"Raw Data Catalog",Statistical,"Federal Voting Asistance Program http://www.fvap.gov",,http://www.fvap.gov,http://www.fvap.gov/reference/17threport.html,703-588-8110,"DoS Voting Assistance Officer",,"Web Only",,,DoD,Yes,Yes,0,,,"Probabiity - census",,,,,,,,Y,N,Y,,
"Personnel Trends by Gender/Race","Number of Service members by Gender, Race, Branch ","Demographic, Services, Military, DoD, Personnel, Army, Navy, Marine Corp, Air Force, Reserve, Guard, Race, Gender, Sex, Ethnicity, Officer, Enlisted, Warrant, American Indian, Alaskan Native, Asian, Black, Multi, Hawaiian, Pacific, Islander, White, Hispan",30-Nov-2009,"Department of Defense","William Boggess",William.Boggess@osd.pentagon.mil,DOD-1610,public,N/A,http://www.dmdc.osd.mil/Rank_Gender_Race.xls,XLS,,,N/A,Quarterly,21-Jan-2010,Nightly,,,,"Section 1. Population",N/A,Array,483kb,,,,,"Department of Defense",dod-gov,"Raw Data Catalog",Statistical,"Dept. of Defense",,http://www.dmdc.osd.mil,http://www.dmdc.osd.mil/Rank_Gender_Race.xls,831-583-2400,Person,,Computer,N/A,N/A,DMDC,Yes,"Not Relevant",1,,,,,,,,,,,Y,N,Y,,
"Reserve Personnel Trends by State","Number of Reserve/Guard by state (assigned unit) ","Demographic, Services, Military, DoD, Personnel, Army, Navy, Marine Corp, Air Force, Reserve, Guard, State, Alabama, Alaska, American Samoa, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, DC, District, Florida, Georgia, Guam, Hawaii, Idah",30-Nov-2009,"Department of Defense","William Boggess",William.Boggess@osd.pentagon.mil,DOD-1611,public,N/A,http://www.dmdc.osd.mil/Res_State.xls,XLS,,,"State Level",Quarterly,21-Jan-2010,Nightly,,State,,"Section 1. Population",N/A,Array,25kb,,,,,"Department of Defense",dod-gov,"Raw Data Catalog",Statistical,"Department of Defense",,http://www.dmdc.osd.mil,http://www.dmdc.osd.mil/Res_State.xls,831-583-2400,Person,,Computer,N/A,N/A,DMDC,Yes,"Not Relevant",0,,,,,,,,,,,Y,N,Y,,
"Active Duty Marital Status","Marital Status of Active Duty Forces","Demographic, Services, Military, DoD, Personnel, Army, Navy, Marine Corp, Air Force, Reserve, Guard, Marriage, Single, Children, Male, Female, Active, Enlisted, Officer, Warrant",10-Jan-2010,"Department of Defense","William Boggess",William.Boggess@osd.pentagon.mil,DOD-1612,public,N/A,http://www.dmdc.osd.mil/ActiveDuty_MaritalStatus.xls,XLS,,,N/A,Quarterly,21-Jan-2010,Nightly,,,,"Section 1. Population",N/A,Array,40kb,,,,,"Department of Defense",dod-gov,"Raw Data Catalog",Statistical,"Department of Defense",,http://www.dmdc.osd.mil,http://www.dmdc.osd.mil/ActiveDuty_MaritalStatus.xls,831-583-2400,Person,,Computer,N/A,N/A,DMDC,Yes,"Not Relevant",1,,,,,,,,,,,Y,N,Y,,
